i,i_user_all,i_user_2,i_user_3,i_user_4
14200020,4,2,0,2
14200022,1,1,1,0
14200025,1,1,0,0
14200031,1,1,0,0
14200032,1,1,0,0
14200035,2,1,0,1
14200037,1,0,1,0
14200038,1,0,0,1
14200039,1,0,0,1
14200040,2,0,0,2
14200041,1,1,0,0
14200042,1,1,0,1
14200046,1,0,0,1
14200049,1,0,0,1
14200050,1,0,0,1
14200055,1,0,0,1
14200056,1,0,1,0
14200059,2,1,1,0
14200061,1,0,1,0
14200074,1,0,1,0
14202011,1,0,1,0
14203007,1,0,1,0
14203009,2,2,0,0
14203013,1,0,0,1
14203014,1,0,0,1
14203018,1,1,0,0
14203019,1,0,1,0
14203022,1,1,0,1
14205013,1,0,0,1
14205014,1,0,0,1
14207002,1,1,0,0
14207011,1,1,0,0
14208002,1,0,1,0
14209009,2,0,1,1
14209010,1,0,0,1
14209014,1,0,1,0
14211000,1,1,0,0
14221007,1,0,1,0
14222008,2,0,0,2
14222009,2,0,1,1
14222010,2,0,1,1
14222013,1,0,1,0
14222022,1,1,0,0
14222023,1,0,1,0
14222032,2,1,0,1
14222033,3,0,1,2
14222034,1,0,0,1
14223000,1,0,1,0
14223006,1,0,0,1
14231003,1,0,1,0
14231008,2,1,0,1
14231010,1,0,1,0
14232008,1,0,0,1
14232010,2,1,1,0
14232017,1,1,0,0
14234000,1,0,1,0
14240001,1,0,0,1
14240002,1,1,0,0
14241000,1,0,1,0
14241001,3,0,2,2
14241003,1,0,0,1
14241004,2,1,1,0
14241005,3,2,1,0
14241007,1,0,0,1
14241008,1,0,0,1
14241010,1,1,0,0
14243001,3,2,0,1
14243002,3,0,1,2
14243004,1,0,0,1
14243008,1,1,0,0
14250002,1,0,1,0
14250003,1,1,0,0
14250004,1,1,1,0
14250007,1,0,1,0
14250008,1,1,0,0
14250012,1,0,0,1
14250016,1,0,0,1
14250017,1,0,0,1
14251001,1,0,0,1
14252006,1,1,1,0
14252013,2,2,0,0
14253003,1,0,1,0
14253004,1,0,1,0
14253005,3,0,3,0
14255001,1,0,0,1
14256000,1,0,1,0
14256001,1,0,0,1
14256002,1,0,0,1
14256003,1,0,1,0
14257004,1,0,1,0
14258002,2,1,1,0
14258006,1,1,0,0
14258007,2,2,0,0
14258008,1,0,0,1
14258011,2,1,0,1
14260006,1,1,0,0
14260008,1,1,0,0
14261001,2,0,1,2
14261002,2,0,1,1
14261005,1,0,0,1
14261017,2,2,0,0
14261018,1,0,0,1
14270001,1,0,0,1
14272004,1,0,1,0
14275003,1,1,0,0
14275007,2,1,0,1
14275009,1,0,1,0
14275012,1,1,0,0
14275013,3,2,1,0
14275016,2,0,0,2
14275018,3,1,1,2
14275019,2,0,2,0
14275020,1,1,0,0
14275022,1,0,0,1
14275023,1,0,0,1
14275024,1,0,0,1
14275025,1,0,0,1
14275033,1,0,0,1
14275036,2,1,0,1
14275038,1,0,0,1
14275042,2,1,0,1
14280000,1,0,1,0
14280007,1,0,0,1
14280008,2,0,1,1
14281000,2,1,1,0
14281001,1,0,0,1
14281009,1,0,1,0
14281014,1,0,1,0
14282000,1,0,0,1
14284000,1,1,0,0
14284001,1,0,1,0
14284008,1,0,1,0
14284009,1,0,0,1
14284014,1,0,1,0
14284017,1,0,1,0
14286001,4,0,0,4
14286002,1,0,0,1
14286003,4,0,0,4
14300001,2,0,0,2
14300003,1,0,0,1
14300004,1,0,0,1
14300006,3,0,1,2
14300007,2,0,0,2
14300008,1,0,0,1
14300010,2,0,0,2
14300038,1,0,0,1
14300043,1,0,0,1
14300045,1,0,0,1
14300060,2,1,0,1
14300063,1,1,0,0
14300064,1,0,1,0
14300065,2,0,1,1
14300067,2,0,0,2
14300085,4,2,0,2
14300086,3,2,1,0
14300101,1,0,0,1
14300102,1,0,1,0
14300106,1,0,1,0
14300112,1,1,0,0
14310011,1,1,0,0
14310047,1,0,0,1
14310051,1,0,1,1
14310057,1,0,1,0
14310058,1,1,0,0
14310067,1,0,1,0
14352016,1,1,0,0
14362001,1,0,0,1
14400007,1,0,1,0
14400019,1,0,1,0
14400021,1,0,1,0
14401002,1,1,0,0
14402009,2,1,2,0
14402013,2,1,0,1
14403009,1,1,0,0
14403013,4,4,0,0
14403022,1,0,0,1
14403071,2,0,0,2
14403075,1,0,0,1
14403083,13,3,4,7
14404002,2,2,0,0
14404003,1,1,0,0
14405025,1,0,1,0
14406003,1,0,1,0
14406011,2,0,2,0
14406017,1,0,1,0
14407001,1,1,1,0
14407009,3,1,0,2
14407018,3,3,0,0
14409000,2,2,0,0
14409013,1,1,0,0
14409026,1,0,0,1
14409027,1,1,0,0
14409039,2,0,2,0
14409042,1,0,1,0
14409043,1,0,0,1
14409044,1,0,0,1
14500013,1,0,0,1
14503001,1,1,0,0
14505000,1,1,0,0
14506025,1,0,0,1
14506029,1,0,1,0
14506060,1,1,0,0
14510001,1,1,0,0
14510002,3,0,1,2
14510003,1,1,0,0
14513017,1,0,1,0
14513033,1,1,0,0
14515001,4,0,0,4
14515013,1,0,1,0
14520008,3,2,1,0
14520011,1,1,0,0
14521012,1,0,1,0
14521025,1,0,0,1
14521026,1,0,0,1
14521027,1,1,0,0
14521028,1,0,1,0
14521029,1,0,0,1
14521033,1,0,1,0
14521042,1,0,1,0
14521043,1,1,0,0
14525014,1,1,0,0
14525017,2,0,2,0
14529000,2,1,0,1
14530010,1,0,0,1
14530012,1,1,0,0
14530014,1,0,1,0
14530015,5,2,1,2
14530017,2,1,1,0
14530023,1,0,0,1
14531008,1,1,0,0
14531012,1,0,0,1
14531018,1,0,0,1
14531029,1,0,0,1
14531032,1,0,0,1
14533002,2,1,0,1
14533004,1,0,0,1
14534003,1,1,0,0
14540003,1,1,0,0
14541005,3,0,1,2
14541006,1,0,0,1
14551016,1,0,0,1
14552000,1,1,0,1
14552002,1,0,0,1
14552003,1,1,0,0
14552009,3,3,0,0
14560000,1,0,0,1
14560001,1,1,0,0
14560008,1,0,1,0
14560009,2,0,1,1
14560025,1,1,0,0
14563003,3,1,2,0
14570001,1,1,0,0
14570003,1,0,0,1
14570011,1,1,0,0
14570013,1,0,1,0
14570094,1,0,0,1
14572003,1,0,0,1
14573004,1,0,1,0
14573008,1,0,0,1
14573010,1,1,0,1
14580009,1,0,0,1
14580010,1,1,0,0
14580017,1,0,0,1
14581003,1,1,0,0
14582016,1,0,0,1
14583003,1,1,0,0
14584091,1,0,0,1
14584161,1,0,0,1
14584206,1,1,0,0
14585004,1,0,0,1
14585005,2,1,1,0
14590021,1,0,0,1
14593005,1,1,0,0
14593008,1,1,0,0
14593009,1,1,0,0
14593011,1,1,0,0
14593013,1,1,0,0
14593014,3,1,0,2
14593015,1,0,0,1
14593021,1,1,0,0
14593022,1,1,0,0
14594004,1,1,0,0
14594007,1,0,1,0
14594010,1,0,1,0
14594012,2,1,1,0
14594014,1,1,0,0
14594019,2,1,0,1
14594022,1,0,0,1
14594023,1,0,1,1
14594025,2,0,1,1
14596013,3,2,2,0
14596015,2,1,0,1
14596016,1,0,1,0
14600002,1,0,0,1
14600004,1,1,0,0
14630005,2,0,0,2
14630006,1,0,1,0
14630008,1,0,1,0
14632001,1,1,0,0
14633000,1,0,0,1
14633003,1,0,1,0
14635002,1,0,0,1
14636005,1,1,0,0
14636007,1,1,0,0
14636009,1,0,1,0
14636010,1,0,0,1
14636012,1,1,0,0
14636015,1,1,0,0
14644000,1,0,1,0
14644001,1,0,0,1
14650000,3,0,3,0
14651000,1,0,1,0
14651001,3,1,1,1
14652001,1,0,0,1
14654000,1,1,0,0
14654002,1,0,1,0
14661005,1,0,0,1
14661007,2,2,0,0
14700007,1,0,0,1
14700013,1,0,0,1
14700032,1,0,0,1
14700033,1,0,0,1
14700034,1,1,0,0
14700054,1,0,1,0
14701015,1,0,1,0
14701035,2,0,1,1
14701038,1,1,0,0
14702000,1,0,0,1
14703000,1,1,0,0
14710013,1,1,0,0
14710015,1,0,1,0
14710016,1,0,0,1
14710019,1,0,1,0
14710024,1,0,0,1
14710026,1,0,1,0
14713004,1,0,1,0
14714001,1,0,0,1
14714006,1,1,0,0
14715009,1,0,1,0
14720001,2,0,2,0
14720004,1,1,0,0
14720005,1,1,0,0
14720016,1,0,1,0
14721017,2,0,0,2
14721018,3,1,0,2
14721019,1,0,0,1
14721020,4,2,2,0
14721021,2,2,0,1
14721022,2,2,1,1
14721026,3,2,0,1
14721028,1,0,1,0
14721034,2,0,0,2
14721037,1,0,1,0
14721039,1,0,1,0
14721040,1,1,0,0
14721042,1,0,1,0
14721043,1,1,0,0
14721044,1,0,1,0
14721051,1,0,0,1
14721053,1,1,0,0
14721064,1,0,0,1
14721068,1,0,0,1
14721069,1,1,0,1
14721071,3,1,1,1
14721073,2,1,1,0
14721076,1,0,0,1
14721080,1,0,1,0
14721082,1,0,1,0
14721083,2,1,1,0
14721096,1,1,0,0
14722003,1,0,0,1
14722015,3,1,1,1
14722020,2,1,0,1
14722021,2,2,0,0
14722022,2,2,0,0
14722028,1,0,0,1
14722029,1,0,0,1
14722030,1,1,0,0
14722031,1,0,0,1
14722032,1,0,1,0
14722036,2,1,0,1
14722037,2,2,0,0
14722038,1,1,0,0
14722043,1,0,0,1
14722048,1,0,0,1
14722065,2,0,2,0
14722066,4,1,0,3
14722070,1,0,0,1
14722071,3,2,1,1
14722072,2,1,1,0
14722073,3,2,0,1
14722090,1,0,0,1
14722097,3,0,2,1
14723002,1,1,0,0
14723011,1,0,0,1
14732002,1,0,0,1
14733000,3,1,0,2
14733004,1,0,1,0
14733015,1,0,1,0
14741000,1,0,1,0
14741001,1,0,0,1
14750002,1,1,0,0
14750003,1,1,0,0
14750011,4,1,0,3
14750012,1,0,0,1
14750018,1,1,0,0
14750022,2,0,0,2
14750025,1,0,0,1
14750026,1,1,0,0
14750028,1,0,1,0
14750029,3,2,1,0
14750037,2,0,0,2
14750038,7,3,3,1
14750039,1,1,0,0
14750040,3,1,1,1
14750041,2,0,0,2
14750042,1,1,0,0
14750044,1,0,0,1
14750056,2,0,1,1
14750057,3,2,0,1
14750061,2,1,0,1
14750062,3,2,1,0
14750064,3,1,0,2
14750065,1,1,0,0
14750067,2,0,1,1
14750070,1,0,0,1
14753000,1,0,1,0
14753001,2,0,1,1
14753007,1,0,0,1
14753012,1,0,1,0
14753023,1,1,0,0
14753025,1,0,1,0
14754001,1,0,1,0
14754005,2,2,0,0
14754011,1,0,0,1
14754015,1,1,0,0
14754017,1,0,0,1
14754018,1,0,0,1
14754020,1,1,0,0
14754022,1,0,0,1
14754023,1,1,0,0
14754024,1,0,0,1
14754030,1,0,0,1
14761003,1,0,0,1
14763005,1,1,0,0
14763006,1,0,1,0
14770010,1,0,1,0
14770015,1,0,0,1
14770019,1,1,0,0
14770025,1,0,1,0
14772008,1,0,1,0
14772011,2,1,1,0
14772026,1,0,0,1
14774003,2,1,1,0
14774010,1,0,0,1
14774011,1,1,0,0
14774022,3,0,1,2
14775014,1,0,0,1
14800002,1,0,1,0
14800003,5,3,1,1
14800010,2,2,0,0
14800015,1,0,0,1
14800017,1,0,0,1
14800019,1,0,1,0
14800020,3,1,0,2
14800023,1,1,0,0
14800027,1,0,0,1
14801002,2,0,1,1
14801005,2,0,1,1
14801006,1,0,0,1
14801008,1,1,0,0
14801009,1,0,0,1
14801010,1,0,1,0
14802005,1,1,0,0
14802006,1,1,1,0
14802009,2,0,1,1
14802010,1,0,1,0
14802011,2,2,1,0
14802013,1,1,0,0
14802016,1,0,0,1
14802019,2,1,0,1
14802020,2,1,0,1
14802036,1,0,0,1
14802049,1,0,1,0
14802050,1,0,1,0
14802051,1,1,0,0
14802052,2,1,0,1
14802054,5,0,1,4
14802056,3,0,1,2
14802057,6,1,1,4
14802060,5,0,5,0
14802061,2,1,0,1
14802063,2,1,0,1
14802066,1,0,0,1
14803001,1,0,1,0
14804010,1,0,1,0
14804024,1,0,0,1
14810001,1,1,0,0
14810007,1,1,0,0
14811002,3,1,1,1
14811004,2,1,0,1
14811005,1,0,1,0
14811007,1,0,1,0
14811012,1,0,0,1
14811023,2,0,1,1
14811024,1,1,0,0
14812001,1,1,0,0
14812002,2,0,0,2
14812003,2,1,0,1
14812004,1,0,0,1
14812005,1,1,0,0
14812007,3,1,0,2
14812008,1,1,0,0
14812009,2,1,1,0
14812020,2,0,2,0
14813000,1,0,1,0
14813001,4,2,2,1
14813003,1,1,0,0
14813007,1,0,1,0
14814000,1,0,1,0
14814021,1,0,1,0
14814022,1,0,0,1
14814023,2,2,0,0
14814026,2,1,0,1
14815001,4,3,0,1
14815002,1,0,1,0
14815007,9,6,2,1
14815010,1,1,0,0
14815011,2,0,0,2
14815012,1,1,0,0
14815013,2,1,0,1
14815014,1,1,0,0
14816001,1,1,0,0
14820003,1,1,0,0
14820007,1,1,0,0
14820014,2,2,0,0
14820016,1,0,0,1
14820029,1,1,0,0
14821001,1,1,0,0
14822000,3,0,3,0
14822001,1,1,0,0
14822002,5,4,0,1
14822007,1,1,0,0
14822009,1,1,0,0
14823000,1,0,1,0
14823001,1,1,0,0
14824000,1,1,0,0
14826012,1,1,0,0
14826019,1,1,0,0
14826020,1,0,0,1
14826023,1,0,0,1
14826025,1,1,0,0
14827000,1,0,0,1
14828010,1,0,0,1
14830005,2,0,1,1
14830006,1,1,0,0
14830009,1,0,1,0
14830012,1,1,0,0
14830013,4,0,0,4
14830014,2,0,1,1
14830016,2,1,1,0
14830021,3,0,1,2
14830022,1,1,0,0
14830029,1,0,1,1
14830031,1,0,1,0
14830045,1,0,0,1
14831002,2,0,1,1
14831003,1,0,1,0
14831007,5,1,4,1
14831008,3,1,0,2
14831012,1,0,0,1
14831013,1,1,0,0
14831014,1,1,0,0
14831015,1,0,0,1
14831016,1,0,0,1
14831017,2,0,1,1
14831020,1,1,0,0
14831022,1,0,0,1
14831027,1,0,0,1
14831031,1,0,0,1
14831033,1,0,0,1
14831034,1,0,0,1
14831041,1,1,0,0
14833003,2,1,0,1
14833005,1,0,0,1
14833008,1,0,0,1
14833009,1,1,0,0
14833011,2,1,0,1
14834017,1,0,0,1
14835014,1,1,0,0
14835023,1,1,0,0
14836000,1,0,1,0
14836001,1,1,0,0
14836012,1,1,0,0
14836013,3,0,1,2
14836014,1,0,0,1
14836017,1,0,1,0
14836018,1,0,0,1
14836022,1,0,1,0
14837003,3,2,1,0
14837005,1,0,0,1
14837006,4,0,3,1
14837009,1,1,0,0
14837013,3,0,2,1
14838002,1,0,0,1
14839001,1,1,0,0
14839012,1,0,0,1
14839013,1,0,0,1
14839014,1,1,0,0
14839029,1,0,0,1
14839032,1,1,0,0
14839048,1,0,1,0
14839049,1,0,1,0
14839051,1,0,1,0
14840001,2,2,0,0
14840002,1,0,1,0
14841000,1,1,0,0
14841004,1,1,0,0
14841008,4,1,2,1
14841011,1,0,0,1
14841016,1,0,1,0
14841018,2,0,1,1
14842003,1,0,0,1
14842006,1,1,0,0
14842012,1,0,1,0
14842016,1,1,0,0
14842017,1,0,0,1
14842018,2,2,0,0
14842019,2,1,0,1
14842020,1,0,1,0
14842021,1,1,0,0
14842022,3,3,0,0
14842024,1,0,0,1
14842025,1,0,0,1
14843015,1,0,0,1
14843019,3,1,1,1
14843024,1,1,0,0
14843025,1,1,0,0
14844001,1,1,0,0
14844004,1,0,1,0
14844010,1,1,1,0
14844021,1,1,0,0
14844027,1,0,0,1
14844029,1,0,0,1
14844030,1,0,1,0
14844035,1,0,0,1
14844036,1,1,0,0
14844037,1,0,0,1
14844041,1,1,0,0
14844043,1,0,0,1
14845001,1,1,0,0
14845008,1,1,0,0
14845009,1,1,0,0
14845010,1,1,0,0
14845018,1,0,0,1
14845025,1,0,1,0
14846000,1,0,0,1
14846002,1,1,0,0
14846012,2,0,2,0
14846014,1,0,0,1
14846017,1,0,1,0
14846026,1,0,1,0
14846027,1,1,0,0
14847017,1,0,1,0
14847018,1,0,0,1
14847019,1,1,0,0
14850005,1,0,0,1
14850017,1,0,1,0
14851007,1,0,0,1
14851009,1,0,1,0
14851010,1,1,0,0
14851012,1,0,1,0
14851013,1,1,0,0
14860014,2,0,0,2
14860017,9,0,4,5
14860020,9,5,2,2
14860021,3,2,0,2
14860022,4,3,0,1
14860025,10,4,3,4
14861002,7,2,3,2
14861003,3,1,1,2
14861011,1,1,0,0
14861012,1,0,0,1
14862005,1,0,0,1
14862007,1,0,0,1
14863007,1,0,1,0
14863008,2,1,1,0
14863009,1,1,0,0
14863011,2,0,1,1
14863013,3,0,1,2
14870001,2,1,0,1
14870003,1,0,0,1
14870004,1,0,1,0
14870005,1,0,1,0
14870009,1,0,0,1
14870010,1,1,0,0
14871000,2,1,0,1
14872001,3,2,0,1
14873000,1,1,1,0
14873001,3,3,1,0
14873002,1,0,1,0
14873003,2,2,0,0
14873004,1,0,0,1
14874000,1,0,1,0
14900002,1,1,0,0
14900005,2,0,1,2
14900006,1,0,0,1
14900007,3,0,1,3
14900008,2,1,0,1
14900009,3,1,1,1
14900010,4,3,0,1
14900011,3,2,0,1
14900013,2,2,0,0
14900014,4,2,2,0
14900015,4,3,2,0
14900016,1,1,0,0
14900017,1,0,0,1
14900019,2,2,0,0
14900021,2,0,1,1
14900022,2,1,1,0
14900023,1,1,0,0
14900024,2,1,1,0
14901002,2,2,1,0
14903001,1,0,1,0
14903002,2,1,0,1
14903003,2,2,0,0
14905001,2,1,0,1
14905003,1,1,0,0
14905007,3,1,1,1
14905009,1,0,0,1
14906001,1,1,0,0
14906002,1,0,0,1
14911001,1,0,0,1
14911002,1,1,0,0
14912001,2,1,1,0
14912003,1,1,0,0
14912004,1,0,0,1
14914006,1,1,0,0
14914007,1,0,0,1
14916002,1,0,1,0
14916005,5,1,1,3
14916006,3,1,1,1
14916007,5,2,1,2
14916008,1,1,0,0
14917001,2,1,0,1
14917003,1,0,0,1
14917009,1,0,1,0
14917010,2,1,1,0
14917011,2,0,1,1
14917012,1,1,0,0
14920004,1,0,1,0
14922002,1,0,1,0
14924002,1,0,0,1
14924003,1,0,0,1
14924010,1,1,0,0
14926002,1,0,1,0
14928006,1,1,0,0
14931000,1,1,0,0
14932016,1,0,0,1
14940007,1,0,0,1
14941002,1,1,0,0
14943025,1,0,0,1
14943028,1,0,1,0
14956002,1,0,0,1
14956006,1,0,1,0
14956008,2,1,1,0
14956012,1,1,0,0
14956014,1,1,0,0
15000006,7,2,3,2
15000007,8,4,3,2
15000008,1,0,1,0
15000021,5,1,4,1
15000024,2,0,2,0
15000031,1,0,0,1
15000035,1,1,0,0
15000037,1,0,1,0
15000038,1,0,0,1
15000042,1,1,0,0
15000043,1,0,0,1
15000048,3,1,1,1
15000051,3,3,0,0
15000053,2,1,0,1
15001003,1,0,1,0
15001009,2,1,0,1
15002000,2,1,0,1
15002003,1,1,0,0
15004003,2,1,0,1
15004005,1,0,0,1
15004006,1,0,1,0
15004009,2,0,2,0
15004012,2,1,0,1
15004013,1,0,0,1
15004014,2,1,0,1
15004017,2,1,1,1
15004019,2,0,1,1
15004021,1,0,0,1
15004024,7,2,2,3
15004028,2,0,1,1
15004029,1,0,1,0
15004032,2,1,1,0
15004033,3,1,0,2
15004036,5,3,1,1
15004040,2,0,2,0
15004041,2,0,2,1
15004045,2,2,0,0
15004047,1,1,0,0
15004048,1,1,0,0
15004050,1,1,0,0
15004051,2,1,0,2
15004053,2,1,1,0
15004055,3,1,1,1
15004056,2,1,1,0
15004058,2,1,1,1
15004062,1,0,1,0
15004064,4,3,1,0
15004066,3,1,2,0
15004071,2,0,0,2
15004073,1,0,1,0
15004074,1,1,0,0
15004079,2,1,1,1
15004080,2,1,0,1
15004085,1,0,0,1
15005002,1,0,1,0
15012007,3,2,1,0
15019023,1,1,0,0
15019025,1,1,0,0
15019026,2,2,0,0
15021020,1,1,0,0
15021025,1,0,0,1
15021027,1,0,0,1
15021031,1,0,0,1
15022017,1,0,1,0
15029015,1,0,0,1
15029016,1,0,0,1
15029048,1,0,0,1
15029050,2,1,0,1
15100002,2,0,2,0
15101003,2,0,2,0
15101005,1,0,0,1
15102001,1,1,0,0
15103000,1,0,0,1
15104009,3,1,1,2
15104011,2,1,0,1
15104012,2,1,1,0
15104013,1,0,1,0
15104019,1,0,0,1
15104021,1,0,1,0
15104025,2,0,0,2
15104026,1,1,0,0
15105000,2,0,0,2
15105001,1,1,0,0
15105002,1,0,1,0
15110000,5,1,3,1
15110001,22,12,9,13
15110002,2,2,0,0
15110003,3,1,2,0
15110004,3,0,2,2
15110005,1,1,0,0
15110008,2,0,0,2
15110009,1,0,1,0
15110010,3,1,1,1
15110012,3,1,0,2
15110013,5,5,0,0
15110014,7,2,2,3
15110015,12,7,2,4
15110016,1,0,1,0
15110017,2,1,0,1
15110018,4,2,2,2
15110019,1,0,0,1
15110020,3,0,2,1
15110021,3,1,1,1
15110022,1,0,0,1
15110023,2,0,2,0
15110025,1,1,0,0
15110026,3,1,2,0
15110027,2,1,0,1
15110028,7,2,3,2
15110029,6,5,1,0
15110030,5,0,0,5
15110031,8,2,5,3
15110032,4,1,1,2
15110033,5,3,1,3
15110035,2,0,1,1
15110036,2,1,1,0
15110037,2,1,1,0
15110038,1,0,0,1
15110041,4,2,0,2
15110042,1,0,1,0
15110043,13,5,4,6
15110044,7,3,1,4
15110046,7,2,4,2
15110048,1,0,0,1
15110051,1,0,0,1
15110052,1,0,0,1
15110060,1,0,1,0
15110062,1,0,1,1
15110063,1,1,0,0
15110066,2,0,0,2
15110068,1,0,0,1
15110069,7,4,2,3
15110071,27,10,10,9
15110073,2,1,0,1
15110076,4,3,0,1
15110077,1,1,0,0
15110079,4,2,1,1
15110080,11,2,5,5
15110082,3,0,1,2
15110083,3,0,1,2
15110084,1,0,0,1
15111001,5,1,2,2
15111002,4,0,0,4
15111003,1,0,0,1
15111004,2,0,2,0
15111005,1,1,0,0
15111010,7,6,1,1
15111011,1,0,1,0
15111012,6,1,0,5
15112000,4,2,3,0
15113000,11,3,7,1
15113001,3,1,0,2
15113002,2,2,0,0
15113004,6,0,3,3
15114000,8,1,6,1
15114001,2,1,0,1
15114003,2,0,1,1
15114004,2,1,0,1
15114005,3,1,1,1
15114006,2,0,1,1
15114007,1,1,0,0
15114010,13,5,3,6
15114011,2,2,0,0
15114012,1,1,0,0
15114013,12,2,7,4
15114014,3,2,1,0
15114015,19,4,11,8
15114031,7,4,3,0
15114032,4,2,2,1
15114033,4,1,0,3
15114036,2,1,1,1
15115000,9,2,6,1
15115001,8,2,6,0
15115002,7,4,2,2
15115003,17,5,7,7
15115004,1,1,0,0
15115007,1,0,0,1
15115008,4,1,1,2
15115009,3,0,0,3
15115010,2,1,0,1
15115012,1,1,0,0
15115013,2,2,0,0
15115014,3,1,1,1
15115015,4,2,1,1
15115026,1,0,1,0
15115027,4,0,1,3
15115028,3,1,1,1
15115030,2,1,1,1
15115031,2,1,1,1
15115032,2,2,0,0
15115034,1,1,0,0
15115035,2,0,1,1
15115036,1,0,0,1
15115037,2,0,0,2
15115043,3,0,0,3
15115044,1,1,0,0
15115046,2,0,0,2
15116001,3,2,1,1
15116002,4,0,3,1
15116003,7,3,1,4
15119000,7,6,1,1
15119001,25,6,7,13
15119005,1,0,0,1
15119007,3,3,0,0
15119009,3,0,1,2
15120000,10,3,4,4
15120002,1,1,0,0
15120003,2,2,1,0
15120004,3,0,2,1
15120005,4,1,2,1
15120006,4,2,0,2
15120007,2,0,2,0
15120008,1,0,0,1
15120015,3,2,1,1
15121000,1,0,0,1
15121001,3,2,0,1
15121002,1,0,0,1
15123000,1,1,0,0
15123001,1,1,0,0
15130002,2,2,2,0
15130003,1,1,0,0
15130006,15,1,3,12
15130007,3,1,0,2
15130009,18,4,10,4
15130010,7,2,3,3
15130012,2,1,1,0
15130013,5,0,2,3
15130015,1,0,0,1
15130016,2,1,1,0
15130024,4,3,0,3
15130027,37,12,11,18
15130029,1,0,1,0
15130031,3,1,2,0
15130033,1,0,1,0
15130034,9,6,0,3
15130035,22,14,3,6
15130036,4,0,1,3
15131001,1,0,0,1
15131002,3,1,0,2
15139002,2,0,1,1
15139008,2,1,0,1
15139013,2,1,1,0
15139014,2,1,1,0
15139015,3,0,1,2
15139025,1,1,0,0
15140001,2,0,1,1
15140002,2,1,0,1
15140004,1,0,1,0
15140006,1,0,0,1
15140008,1,0,1,1
15140012,1,0,0,1
15140015,1,0,0,1
15140018,2,0,1,1
15149000,2,1,0,1
15149001,2,1,1,0
15149002,2,0,1,1
15149003,1,0,1,0
15149004,1,0,0,1
15149005,2,1,1,1
15149006,1,0,1,0
15200001,5,3,1,1
15200004,13,7,5,4
15200007,23,8,10,10
15200008,10,2,5,5
15200009,1,0,1,0
15200012,5,2,1,4
15201001,2,0,0,2
15201002,2,1,0,1
15201003,1,0,0,1
15202001,3,2,0,1
15202002,2,0,2,0
15202003,1,0,0,1
15202007,1,0,1,0
15202008,2,1,0,1
15202012,1,0,1,0
15202013,2,1,1,1
15202017,2,2,1,0
15202018,2,0,2,1
15202020,2,1,0,1
15202021,2,2,0,0
15202022,1,1,0,0
15202028,2,2,0,0
15202031,1,0,0,1
15202037,4,1,2,2
15202038,2,1,0,1
15202039,5,5,0,0
15202041,3,3,0,0
15202044,14,5,8,4
15202045,1,1,0,0
15202047,1,0,1,0
15202061,1,0,0,1
15202065,1,0,1,0
15202072,2,0,1,1
15202077,1,1,0,0
15202078,1,0,1,0
15202079,3,1,1,1
15202080,2,2,0,0
15202082,2,0,1,1
15209006,1,0,1,0
15209007,1,1,0,0
15209017,1,1,0,0
15209018,1,1,0,0
15209023,2,2,0,0
15209031,2,0,0,2
15209032,2,0,0,2
15212002,1,1,0,0
15212003,1,0,0,1
15219003,1,1,0,0
15219007,1,0,1,0
15230001,9,5,5,2
15230002,5,3,1,1
15230003,1,1,0,0
15230004,9,1,4,6
15231004,7,4,1,4
15231005,11,2,5,8
15231006,3,1,0,2
15231007,10,4,5,2
15231008,7,3,3,1
15232001,15,5,10,1
15232003,6,2,2,3
15235001,5,2,5,1
15240001,2,1,1,0
15240006,1,1,0,0
15240008,1,0,1,0
15240010,1,1,1,0
15240014,1,0,1,0
15240016,1,0,0,1
15241004,1,0,0,1
15241010,1,1,0,0
15242000,1,0,0,1
15242002,1,0,1,1
15242005,3,2,1,0
15242009,1,0,0,1
15242010,1,0,1,0
15242012,1,1,0,0
15242027,2,1,1,0
15242028,3,2,0,1
15242031,1,0,0,1
15242033,2,2,0,0
15242035,1,1,0,0
15242036,1,1,0,0
15242040,1,1,0,0
15242042,1,0,0,1
15242044,3,2,1,0
15242050,1,0,0,1
15243000,1,1,0,0
15243001,1,0,1,0
15243005,1,1,0,0
15249001,1,0,1,0
15250004,2,1,0,1
15250006,2,0,1,1
15250007,1,0,0,1
15261001,1,0,0,1
15262000,2,0,2,0
15262002,2,0,2,0
15263000,1,0,0,1
15263001,6,3,3,0
15263002,1,1,0,1
15263006,3,1,1,1
15263009,1,1,0,0
15263011,2,0,1,1
15319001,1,0,1,0
15320000,1,1,0,0
15320002,1,0,1,0
15321002,1,0,1,0
15323003,1,1,1,0
15323005,1,1,0,0
15330000,1,0,0,1
15339001,4,0,2,2
15340045,1,0,1,0
15343003,1,1,0,0
15343006,2,1,0,1
15343007,2,0,1,1
15343010,1,0,0,1
15343021,1,0,0,1
15401002,1,0,1,0
15401006,2,0,0,2
15402007,6,1,4,1
15402013,1,0,0,1
15402018,1,1,0,0
15402027,1,0,0,1
15402029,1,0,1,0
15402030,1,0,0,1
15402032,1,1,0,0
15402034,2,1,1,0
15404002,1,0,1,0
15404008,1,0,1,0
15405002,1,1,0,0
15409011,1,0,0,1
15410016,2,2,0,0
15419001,2,1,1,0
15419026,1,0,0,1
15420000,2,0,1,1
15420002,1,0,1,0
15422004,1,1,0,0
15422007,1,0,0,1
